timestamp,temperature,humidity,vibration_level,worker_count,equipment_utilization_rate,risk_score,machinery_status,material_shortage_alert,safety_incidents,task_progress,material_usage,energy_consumption,task_progress_next,progress_delta,task_progress_velocity,material_usage_change,energy_change,worker_count_change,temperature_lag1,temperature_lag2,temperature_lag4,temperature_lag6,humidity_lag1,humidity_lag2,humidity_lag4,humidity_lag6,vibration_level_lag1,vibration_level_lag2,vibration_level_lag4,vibration_level_lag6,energy_consumption_lag1,energy_consumption_lag2,energy_consumption_lag4,energy_consumption_lag6,material_shortage_alert_lag1,material_shortage_alert_lag2,material_shortage_alert_lag4,material_shortage_alert_lag6,worker_count_lag1,worker_count_lag2,worker_count_lag4,worker_count_lag6,equipment_utilization_rate_lag1,equipment_utilization_rate_lag2,equipment_utilization_rate_lag4,equipment_utilization_rate_lag6,material_usage_lag1,material_usage_lag2,material_usage_lag4,material_usage_lag6,safety_incidents_lag1,safety_incidents_lag2,safety_incidents_lag4,safety_incidents_lag6,risk_score_lag1,risk_score_lag2,risk_score_lag4,risk_score_lag6,machinery_status_lag1,machinery_status_lag2,machinery_status_lag4,machinery_status_lag6
2023-01-01 00:00:00,28.00341839881687,48.40253693688447,27.235321380659247,25.4,79.79003643849144,57.59546069739001,1,1,2,0.44918724075887,6797.502614113171,3018.049399176195,1.0080779195638088,0.5588906788049388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 00:10:00,24.881696021072408,53.70304549025768,20.060492102331974,23.6,71.98344331076447,56.67048923903472,1,1,3,1.0080779195638088,5455.843829380053,3335.4702220709974,1.6225299361728946,0.6144520166090859,0.5588906788049388,-1341.6587847331184,317.4208228948023,-1.7999999999999972,28.00341839881687,0.0,0.0,0.0,48.40253693688447,0.0,0.0,0.0,27.235321380659247,0.0,0.0,0.0,3018.049399176195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.4,0.0,0.0,0.0,79.79003643849144,0.0,0.0,0.0,6797.502614113171,0.0,0.0,0.0,2.0,0.0,0.0,0.0,57.59546069739001,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-01-01 00:20:00,25.009680987418484,47.76714998940152,22.995677898708202,26.1,75.50156747819128,46.11690684231532,1,1,2,1.6225299361728946,5983.464104791237,2892.5046629338594,2.1366507071533993,0.5141207709805047,0.6144520166090859,527.6202754111846,-442.9655591371379,2.5,24.881696021072408,28.00341839881687,0.0,0.0,53.70304549025768,48.40253693688447,0.0,0.0,20.060492102331974,27.235321380659247,0.0,0.0,3335.4702220709974,3018.049399176195,0.0,0.0,1.0,1.0,0.0,0.0,23.6,25.4,0.0,0.0,71.98344331076447,79.79003643849144,0.0,0.0,5455.843829380053,6797.502614113171,0.0,0.0,3.0,2.0,0.0,0.0,56.67048923903472,57.59546069739001,0.0,0.0,1.0,1.0,0.0,0.0
2023-01-01 00:30:00,27.731767226124692,50.766740610353295,31.024382002327506,30.3,75.20276987822338,56.90498793326608,1,1,0,2.1366507071533993,4486.801021650407,2953.0395515568493,2.6888984244008296,0.5522477172474303,0.5141207709805047,-1496.6630831408302,60.53488862298991,4.199999999999999,25.009680987418484,24.881696021072408,0.0,0.0,47.76714998940152,53.70304549025768,0.0,0.0,22.995677898708202,20.060492102331974,0.0,0.0,2892.5046629338594,3335.4702220709974,0.0,0.0,1.0,1.0,0.0,0.0,26.1,23.6,0.0,0.0,75.50156747819128,71.98344331076447,0.0,0.0,5983.464104791237,5455.843829380053,0.0,0.0,2.0,3.0,0.0,0.0,46.11690684231532,56.67048923903472,0.0,0.0,1.0,1.0,0.0,0.0
2023-01-01 00:40:00,25.113925415600193,52.60861139056222,17.196804056340103,31.9,75.46313366571596,51.45317639663712,1,1,0,2.6888984244008296,4182.701737766209,2250.0459009528795,3.268256240127579,0.5793578157267496,0.5522477172474303,-304.0992838841985,-702.9936506039699,1.5999999999999979,27.731767226124692,25.009680987418484,28.00341839881687,0.0,50.766740610353295,47.76714998940152,48.40253693688447,0.0,31.024382002327506,22.995677898708202,27.235321380659247,0.0,2953.0395515568493,2892.5046629338594,3018.049399176195,0.0,1.0,1.0,1.0,0.0,30.3,26.1,25.4,0.0,75.20276987822338,75.50156747819128,79.79003643849144,0.0,4486.801021650407,5983.464104791237,6797.502614113171,0.0,0.0,2.0,2.0,0.0,56.90498793326608,46.11690684231532,57.59546069739001,0.0,1.0,1.0,1.0,0.0
2023-01-01 00:50:00,29.38462735274145,50.42162768450773,21.56574048185811,30.0,74.17187030605741,64.53168217230956,1,0,2,3.268256240127579,5740.7580769364795,3204.9342823969505,3.787172788827832,0.5189165487002527,0.5793578157267496,1558.0563391702708,954.888381444071,-1.8999999999999986,25.113925415600193,27.731767226124692,24.881696021072408,0.0,52.60861139056222,50.766740610353295,53.70304549025768,0.0,17.196804056340103,31.024382002327506,20.060492102331974,0.0,2250.0459009528795,2953.0395515568493,3335.4702220709974,0.0,1.0,1.0,1.0,0.0,31.9,30.3,23.6,0.0,75.46313366571596,75.20276987822338,71.98344331076447,0.0,4182.701737766209,4486.801021650407,5455.843829380053,0.0,0.0,0.0,3.0,0.0,51.45317639663712,56.90498793326608,56.67048923903472,0.0,1.0,1.0,1.0,0.0
2023-01-01 01:00:00,26.684266340409046,54.84526736586573,23.837803425927902,27.9,71.05421544459954,37.36124952617231,1,1,0,3.787172788827832,4195.022247994879,2623.0848539124986,4.404596980370249,0.6174241915424168,0.5189165487002527,-1545.7358289416006,-581.8494284844519,-2.1000000000000014,29.38462735274145,25.113925415600193,25.009680987418484,28.00341839881687,50.42162768450773,52.60861139056222,47.76714998940152,48.40253693688447,21.56574048185811,17.196804056340103,22.995677898708202,27.235321380659247,3204.9342823969505,2250.0459009528795,2892.5046629338594,3018.049399176195,0.0,1.0,1.0,1.0,30.0,31.9,26.1,25.4,74.17187030605741,75.46313366571596,75.50156747819128,79.79003643849144,5740.7580769364795,4182.701737766209,5983.464104791237,6797.502614113171,2.0,0.0,2.0,2.0,64.53168217230956,51.45317639663712,46.11690684231532,57.59546069739001,1.0,1.0,1.0,1.0
2023-01-01 01:10:00,26.368645736968272,49.390977114413694,22.703708651734793,34.1,74.45492392348741,70.77370970121308,1,0,1,4.404596980370249,6915.443464965743,3133.335512541391,5.014200623423078,0.6096036430528295,0.6174241915424168,2720.4212169708644,510.2506586288923,6.200000000000003,26.684266340409046,29.38462735274145,27.731767226124692,24.881696021072408,54.84526736586573,50.42162768450773,50.766740610353295,53.70304549025768,23.837803425927902,21.56574048185811,31.024382002327506,20.060492102331974,2623.0848539124986,3204.9342823969505,2953.0395515568493,3335.4702220709974,1.0,0.0,1.0,1.0,27.9,30.0,30.3,23.6,71.05421544459954,74.17187030605741,75.20276987822338,71.98344331076447,4195.022247994879,5740.7580769364795,4486.801021650407,5455.843829380053,0.0,2.0,0.0,3.0,37.36124952617231,64.53168217230956,56.90498793326608,56.67048923903472,1.0,1.0,1.0,1.0
2023-01-01 01:20:00,28.109037222539467,61.84883291354487,29.476987645485366,27.5,76.17093005735279,29.95572127721372,1,1,0,5.014200623423078,6910.171910830566,2827.5572529162437,5.562773132696354,0.548572509273276,0.6096036430528295,-5.271554135177212,-305.77825962514726,-6.600000000000001,26.368645736968272,26.684266340409046,25.113925415600193,25.009680987418484,49.390977114413694,54.84526736586573,52.60861139056222,47.76714998940152,22.703708651734793,23.837803425927902,17.196804056340103,22.995677898708202,3133.335512541391,2623.0848539124986,2250.0459009528795,2892.5046629338594,0.0,1.0,1.0,1.0,34.1,27.9,31.9,26.1,74.45492392348741,71.05421544459954,75.46313366571596,75.50156747819128,6915.443464965743,4195.022247994879,4182.701737766209,5983.464104791237,1.0,0.0,0.0,2.0,70.77370970121308,37.36124952617231,51.45317639663712,46.11690684231532,1.0,1.0,1.0,1.0
2023-01-01 01:30:00,26.258121142861462,55.944740069627684,22.919943150835394,34.7,80.5979442952182,51.972442797062186,1,1,2,5.562773132696354,4077.58467817168,2459.565444578951,6.035759064499174,0.47298593180281934,0.548572509273276,-2832.587232658886,-367.9918083372927,7.200000000000003,28.109037222539467,26.368645736968272,29.38462735274145,27.731767226124692,61.84883291354487,49.390977114413694,50.42162768450773,50.766740610353295,29.476987645485366,22.703708651734793,21.56574048185811,31.024382002327506,2827.5572529162437,3133.335512541391,3204.9342823969505,2953.0395515568493,1.0,0.0,0.0,1.0,27.5,34.1,30.0,30.3,76.17093005735279,74.45492392348741,74.17187030605741,75.20276987822338,6910.171910830566,6915.443464965743,5740.7580769364795,4486.801021650407,0.0,1.0,2.0,0.0,29.95572127721372,70.77370970121308,64.53168217230956,56.90498793326608,1.0,1.0,1.0,1.0
